bigerror,localError,mark,name,of_total,results,time
:),:),59,TerryAg,59,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",12.6004931927
:),'module' object has no attribute 'calculate_hypotenuse',0,wvyeun,0,-,0.51637506485
:),'module' object has no attribute 'calculate_hypotenuse',0,Charith9,0,-,0.516074180603
:),:),59,sherry0303,59,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",12.800770998
:),'module' object has no attribute 'calculate_hypotenuse',0,daisybelle,0,-,0.516044855118
:),'module' object has no attribute 'calculate_hypotenuse',0,Isobelj,0,-,0.466029882431
:),'int' object has no attribute 'height',0,liumuyang040431,0,-,0.61635518074
:),global name 'math' is not defined,0,sbojceska,0,-,0.564956188202
:),'module' object has no attribute 'calculate_hypotenuse',0,wenrayw,0,-,0.466083049774
:),'module' object has no attribute 'calculate_hypotenuse',0,AkisukeY,0,-,0.464915037155
:),'module' object has no attribute 'calculate_hypotenuse',0,Ravionf,0,-,0.516078948975
:),'module' object has no attribute 'calculate_hypotenuse',0,AlainChen,0,-,0.516142129898
:),'module' object has no attribute 'calculate_hypotenuse',0,dtides,0,-,0.464903831482
:),'module' object has no attribute 'calculate_hypotenuse',0,ChanDarrell,0,-,0.464943885803
:),global name 'math' is not defined,0,872815554,0,-,0.615134000778
:),:),59,dbisazza,59,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",14.4035358429
:),'module' object has no attribute 'calculate_hypotenuse',0,timtamtinyman999,0,-,0.515969991684
:),'module' object has no attribute 'calculate_hypotenuse',0,AlbertOcto,0,-,0.515017986298
:),:),57,Ben,59,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",11.9476468563
:),'module' object has no attribute 'calculate_hypotenuse',0,getBOREDmuch,0,-,0.5172560215
:),'module' object has no attribute 'calculate_hypotenuse',0,DarkPurple141,0,-,0.516207933426
:),'module' object has no attribute 'calculate_hypotenuse',0,MatthewMcElroy,0,-,0.464876890182
:),'module' object has no attribute 'calculate_hypotenuse',0,rsud4071,0,-,0.514987945557
:),'module' object has no attribute 'calculate_hypotenuse',0,annisarivera,0,-,0.466036081314
:),cannot concatenate 'str' and 'NoneType' objects,0,zingjanet,0,-,0.566096067429
:),'module' object has no attribute 'calculate_hypotenuse',0,leighperrett,0,-,0.46660399437
:),'module' object has no attribute 'calculate_hypotenuse',0,ishaanv,0,-,0.464823007584
:),'module' object has no attribute 'calculate_hypotenuse',0,Xavier1987,0,-,0.466066122055
:),'module' object has no attribute 'calculate_hypotenuse',0,tim12416,0,-,0.465966939926
:),'module' object has no attribute 'calculate_hypotenuse',0,willbackman,0,-,0.465631961823
:),'module' object has no attribute 'calculate_hypotenuse',0,JayChen-UNSW,0,-,0.515055179596
:),:),59,tomwyb,59,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",12.5495920181
:),'module' object has no attribute 'calculate_hypotenuse',0,Jeyreymey,0,-,0.515784978867
:),:),59,nbluc,59,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",14.0529458523
:),cannot concatenate 'str' and 'NoneType' objects,0,grrrreg34,0,-,0.61647605896
:),'module' object has no attribute 'calculate_hypotenuse',0,Shawnee7,0,-,0.51495218277
:),'module' object has no attribute 'calculate_hypotenuse',0,matthewpoytress,0,-,0.464827060699
:),:),59,BaptisteHiggs,59,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",12.4498381615
:),'module' object has no attribute 'calculate_hypotenuse',0,dting0104,0,-,0.515940904617
:),:),59,alexlewis20,59,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",12.8496990204
:),:),57,bvn-architecture,59,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",12.6006240845
:),'module' object has no attribute 'calculate_hypotenuse',0,cathyvu,0,-,0.568547010422
:),:),59,DanielHeh,59,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",12.6508672237
:),unsupported operand type(s) for +: 'int' and 'function',0,OneMoreN,0,-,0.61648106575
:),'module' object has no attribute 'calculate_hypotenuse',0,unswstudentlachlanbrown,0,-,0.465939998627
:),'module' object has no attribute 'calculate_hypotenuse',0,emily-chung,0,-,0.516141176224
